USER_ID,gender_male,age_norm,occ_norm
1,0.0,0.017857142857142856,0.5
2,1.0,1.0,0.8
3,1.0,0.44642857142857145,0.75
4,1.0,0.8035714285714286,0.35
5,1.0,0.44642857142857145,1.0
6,0.0,0.8928571428571429,0.45
7,1.0,0.625,0.05
8,1.0,0.44642857142857145,0.6
9,1.0,0.44642857142857145,0.85
10,0.0,0.625,0.05
11,0.0,0.44642857142857145,0.05
12,1.0,0.44642857142857145,0.6
13,1.0,0.8035714285714286,0.05
14,1.0,0.625,0.0
15,1.0,0.44642857142857145,0.35
16,0.0,0.625,0.0
17,1.0,0.8928571428571429,0.05
18,0.0,0.32142857142857145,0.15
19,1.0,0.017857142857142856,0.5
20,1.0,0.44642857142857145,0.7
21,1.0,0.32142857142857145,0.8
22,1.0,0.32142857142857145,0.75
23,1.0,0.625,0.0
24,0.0,0.44642857142857145,0.35
25,1.0,0.32142857142857145,0.2
26,1.0,0.44642857142857145,0.35
27,1.0,0.44642857142857145,0.55
28,0.0,0.44642857142857145,0.05
29,1.0,0.625,0.35
30,0.0,0.625,0.35
31,1.0,1.0,0.35
32,0.0,0.44642857142857145,0.0
33,1.0,0.8035714285714286,0.15
34,0.0,0.32142857142857145,0.0
35,1.0,0.8035714285714286,0.05
36,1.0,0.44642857142857145,0.15
37,0.0,0.44642857142857145,0.45
38,0.0,0.32142857142857145,0.2
39,1.0,0.32142857142857145,0.2
40,1.0,0.8035714285714286,0.0
41,0.0,0.32142857142857145,0.2
42,1.0,0.44642857142857145,0.4
43,1.0,0.44642857142857145,0.6
44,1.0,0.8035714285714286,0.85
45,0.0,0.8035714285714286,0.8
46,1.0,0.32142857142857145,0.95
47,1.0,0.32142857142857145,0.2
48,1.0,0.44642857142857145,0.2
49,1.0,0.32142857142857145,0.6
50,0.0,0.44642857142857145,0.1
51,0.0,0.017857142857142856,0.5
52,1.0,0.32142857142857145,0.2
53,1.0,0.44642857142857145,0.0
54,1.0,0.8928571428571429,0.05
55,0.0,0.625,0.6
56,1.0,0.625,1.0
57,1.0,0.32142857142857145,0.95
58,1.0,0.44642857142857145,0.1
59,0.0,0.8928571428571429,0.05
60,1.0,0.8928571428571429,0.05
61,1.0,0.44642857142857145,0.85
62,0.0,0.625,0.15
63,1.0,0.32142857142857145,0.2
64,1.0,0.32142857142857145,0.05
65,1.0,0.625,0.6
66,1.0,0.44642857142857145,0.9
67,0.0,0.8928571428571429,0.25
68,1.0,0.32142857142857145,0.2
69,0.0,0.44642857142857145,0.05
70,1.0,0.32142857142857145,0.2
71,1.0,0.44642857142857145,0.7
72,0.0,0.8035714285714286,0.0
73,1.0,0.32142857142857145,0.2
74,1.0,0.625,0.7
75,0.0,0.017857142857142856,0.5
76,1.0,0.625,0.35
77,1.0,0.32142857142857145,0.2
78,0.0,0.8035714285714286,0.05
79,0.0,0.8035714285714286,0.0
80,1.0,1.0,0.05
81,0.0,0.44642857142857145,0.0
82,1.0,0.44642857142857145,0.85
83,0.0,0.44642857142857145,0.1
84,1.0,0.32142857142857145,0.2
85,1.0,0.32142857142857145,0.2
86,0.0,0.017857142857142856,0.5
87,1.0,0.44642857142857145,0.7
88,0.0,0.8035714285714286,0.05
89,0.0,1.0,0.45
90,1.0,1.0,0.65
91,1.0,0.625,0.35
92,0.0,0.32142857142857145,0.2
93,1.0,0.44642857142857145,0.85
94,1.0,0.44642857142857145,0.85
95,1.0,0.8035714285714286,0.0
96,0.0,0.44642857142857145,0.8
97,0.0,0.625,0.15
98,0.0,0.625,0.35
99,0.0,0.017857142857142856,0.5
100,1.0,0.625,0.85
101,0.0,0.32142857142857145,0.15
102,1.0,0.625,0.95
103,1.0,0.8035714285714286,0.35
104,1.0,0.44642857142857145,0.6
105,1.0,0.8035714285714286,0.6
106,0.0,0.625,0.55
107,1.0,0.8035714285714286,0.9
108,1.0,0.44642857142857145,0.6
109,1.0,0.8035714285714286,0.75
110,1.0,0.44642857142857145,0.1
111,1.0,0.625,0.75
112,1.0,0.44642857142857145,0.8
113,1.0,0.32142857142857145,0.6
114,0.0,0.44642857142857145,0.1
115,1.0,0.44642857142857145,0.85
116,1.0,0.44642857142857145,0.85
117,1.0,0.44642857142857145,0.85
118,1.0,0.625,0.85
119,0.0,0.017857142857142856,0.5
120,1.0,0.44642857142857145,0.55
121,1.0,0.625,0.35
122,0.0,0.32142857142857145,0.2
123,1.0,0.625,0.45
124,1.0,1.0,0.35
125,1.0,0.8035714285714286,0.7
126,1.0,0.32142857142857145,0.45
127,0.0,0.8035714285714286,0.15
128,1.0,1.0,0.3
129,1.0,0.44642857142857145,0.55
130,1.0,0.625,0.85
131,1.0,0.32142857142857145,0.2
132,1.0,0.44642857142857145,0.85
133,0.0,0.44642857142857145,0.0
134,1.0,0.44642857142857145,0.0
135,1.0,0.32142857142857145,0.2
136,1.0,0.32142857142857145,0.1
137,0.0,0.8035714285714286,0.3
138,1.0,0.32142857142857145,1.0
139,0.0,0.44642857142857145,1.0
140,0.0,0.625,0.05
141,1.0,0.625,0.65
142,1.0,0.44642857142857145,0.35
143,1.0,0.32142857142857145,0.15
144,1.0,0.44642857142857145,0.85
145,1.0,0.32142857142857145,0.2
146,0.0,0.625,1.0
147,1.0,0.32142857142857145,0.2
148,1.0,0.8928571428571429,0.85
149,1.0,0.44642857142857145,0.05
150,1.0,0.625,0.35
151,0.0,0.44642857142857145,1.0
152,1.0,0.32142857142857145,0.2
153,1.0,0.017857142857142856,0.5
154,1.0,0.8928571428571429,1.0
155,1.0,0.625,0.6
156,0.0,0.8035714285714286,0.35
157,1.0,0.625,0.8
158,1.0,1.0,0.35
159,0.0,0.8035714285714286,0.0
160,1.0,0.625,0.35
161,1.0,0.8035714285714286,0.8
162,0.0,0.32142857142857145,0.2
163,1.0,0.32142857142857145,0.2
164,0.0,1.0,0.65
165,1.0,0.32142857142857145,0.8
166,1.0,0.32142857142857145,0.2
167,0.0,0.44642857142857145,0.55
168,0.0,0.8928571428571429,0.0
169,1.0,0.44642857142857145,0.35
170,1.0,0.44642857142857145,0.55
171,0.0,0.8928571428571429,0.85
172,1.0,0.44642857142857145,0.15
173,1.0,0.44642857142857145,0.0
174,1.0,0.44642857142857145,0.8
175,0.0,0.44642857142857145,0.1
176,0.0,0.32142857142857145,0.15
177,1.0,0.8928571428571429,0.05
178,1.0,1.0,0.85
179,1.0,0.44642857142857145,0.0
180,1.0,0.8035714285714286,0.6
181,1.0,0.32142857142857145,0.85
182,1.0,0.32142857142857145,0.2
183,0.0,0.8035714285714286,0.05
184,0.0,0.44642857142857145,0.0
185,1.0,0.8035714285714286,0.0
186,1.0,0.32142857142857145,0.25
187,0.0,0.8035714285714286,0.05
188,1.0,1.0,0.8
189,1.0,0.32142857142857145,0.0
190,1.0,0.44642857142857145,0.85
191,1.0,0.32142857142857145,0.2
192,1.0,0.32142857142857145,0.05
193,0.0,0.8035714285714286,0.75
194,0.0,0.017857142857142856,0.5
195,1.0,0.44642857142857145,0.6
196,0.0,0.625,0.45
197,1.0,0.32142857142857145,0.7
198,1.0,0.44642857142857145,0.6
199,1.0,0.32142857142857145,0.2
200,0.0,0.32142857142857145,0.2
201,0.0,0.625,0.1
202,1.0,0.32142857142857145,0.2
203,0.0,0.32142857142857145,0.2
204,1.0,0.44642857142857145,0.35
205,1.0,0.625,0.6
206,1.0,0.44642857142857145,0.85
207,1.0,0.44642857142857145,0.6
208,1.0,0.625,0.85
209,1.0,0.625,0.05
210,0.0,0.017857142857142856,0.5
211,1.0,0.8035714285714286,0.85
212,1.0,0.44642857142857145,0.8
213,0.0,0.32142857142857145,0.2
214,1.0,0.32142857142857145,1.0
215,1.0,0.625,0.7
216,1.0,0.8035714285714286,0.65
217,1.0,0.32142857142857145,0.2
218,1.0,0.625,0.7
219,0.0,0.44642857142857145,0.2
220,1.0,0.44642857142857145,0.6
221,0.0,0.44642857142857145,0.0
222,1.0,0.44642857142857145,0.05
223,1.0,0.44642857142857145,0.85
224,0.0,0.32142857142857145,0.2
225,1.0,0.44642857142857145,0.35
226,1.0,0.625,0.05
227,1.0,0.625,1.0
228,1.0,0.44642857142857145,0.75
229,1.0,0.32142857142857145,0.5
230,1.0,0.8035714285714286,0.05
231,1.0,0.44642857142857145,0.15
232,1.0,0.44642857142857145,1.0
233,0.0,0.8035714285714286,1.0
234,1.0,0.625,0.35
235,1.0,0.44642857142857145,0.0
236,1.0,0.44642857142857145,0.25
237,1.0,0.44642857142857145,0.3
238,0.0,0.8928571428571429,0.35
239,1.0,0.32142857142857145,0.95
240,1.0,0.8928571428571429,0.85
241,1.0,0.625,1.0
242,0.0,0.32142857142857145,0.2
243,1.0,0.44642857142857145,0.8
244,1.0,0.8928571428571429,0.35
245,1.0,0.625,0.8
246,0.0,0.32142857142857145,0.2
247,1.0,0.44642857142857145,0.85
248,1.0,0.32142857142857145,0.85
249,0.0,0.32142857142857145,0.7
250,1.0,0.625,0.8
251,1.0,1.0,0.85
252,1.0,0.44642857142857145,0.6
253,0.0,0.44642857142857145,0.55
254,1.0,0.625,0.85
255,1.0,0.625,0.0
256,1.0,0.8035714285714286,0.8
257,1.0,0.32142857142857145,0.9
258,1.0,0.44642857142857145,0.35
259,1.0,0.44642857142857145,0.05
260,1.0,0.32142857142857145,0.95
261,1.0,0.44642857142857145,1.0
262,0.0,0.44642857142857145,0.05
263,0.0,0.44642857142857145,0.35
264,1.0,0.625,0.0
265,0.0,0.625,0.35
266,1.0,0.625,0.55
267,1.0,0.8035714285714286,0.6
268,0.0,0.32142857142857145,0.6
269,1.0,0.44642857142857145,0.1
270,1.0,0.8928571428571429,0.7
271,1.0,0.32142857142857145,0.2
272,1.0,0.32142857142857145,0.0
273,1.0,0.32142857142857145,0.2
274,1.0,0.32142857142857145,0.2
275,1.0,0.44642857142857145,0.0
276,1.0,0.8035714285714286,0.8
277,0.0,0.625,0.05
278,1.0,0.8035714285714286,0.9
279,1.0,0.44642857142857145,0.7
280,1.0,0.8928571428571429,0.35
281,0.0,0.625,0.0
282,1.0,0.44642857142857145,0.85
283,1.0,0.44642857142857145,0.0
284,1.0,0.44642857142857145,0.6
285,0.0,0.625,0.0
286,1.0,0.44642857142857145,0.05
287,1.0,0.8928571428571429,0.65
288,0.0,0.44642857142857145,0.6
289,0.0,0.44642857142857145,0.0
290,0.0,0.44642857142857145,1.0
291,1.0,0.625,0.6
292,1.0,0.625,0.35
293,1.0,1.0,0.05
294,0.0,0.8035714285714286,0.45
295,1.0,0.32142857142857145,0.0
296,1.0,0.8928571428571429,0.25
297,1.0,0.32142857142857145,0.1
298,0.0,0.32142857142857145,0.2
299,1.0,0.44642857142857145,0.6
300,1.0,0.44642857142857145,0.35
301,1.0,0.32142857142857145,0.2
302,1.0,0.32142857142857145,0.2
303,1.0,0.44642857142857145,0.35
304,1.0,0.44642857142857145,0.0
305,0.0,0.32142857142857145,0.0
306,1.0,0.32142857142857145,0.0
307,1.0,0.8928571428571429,0.8
308,1.0,0.44642857142857145,0.1
309,1.0,0.44642857142857145,0.2
310,0.0,0.32142857142857145,0.2
311,1.0,0.32142857142857145,0.2
312,0.0,0.8928571428571429,0.1
313,0.0,0.32142857142857145,0.2
314,0.0,1.0,0.45
315,0.0,1.0,0.05
316,1.0,1.0,0.65
317,1.0,0.625,0.35
318,0.0,1.0,0.65
319,0.0,0.8928571428571429,0.3
320,1.0,0.625,0.3
321,1.0,0.32142857142857145,0.2
322,1.0,1.0,0.85
323,1.0,0.8035714285714286,0.6
324,1.0,0.625,0.85
325,0.0,0.8928571428571429,0.15
326,1.0,0.8928571428571429,0.55
327,1.0,0.625,0.9
328,1.0,0.625,0.6
329,1.0,0.625,0.35
330,1.0,1.0,0.35
331,1.0,0.44642857142857145,0.35
332,1.0,0.8928571428571429,0.05
333,1.0,0.625,0.1
334,0.0,1.0,0.1
335,1.0,0.625,0.9
336,1.0,0.32142857142857145,0.0
337,1.0,0.32142857142857145,0.95
338,1.0,0.625,0.35
339,1.0,0.8928571428571429,0.35
340,0.0,0.44642857142857145,0.15
341,0.0,1.0,0.65
342,1.0,0.32142857142857145,0.6
343,0.0,0.625,0.15
344,1.0,0.625,0.7
345,1.0,0.44642857142857145,0.6
346,0.0,0.44642857142857145,0.0
347,0.0,1.0,0.05
348,1.0,0.8928571428571429,0.35
349,1.0,0.017857142857142856,0.5
350,1.0,0.8035714285714286,1.0
351,1.0,0.32142857142857145,0.2
352,1.0,0.32142857142857145,0.2
353,0.0,0.625,0.35
354,1.0,0.625,0.05
355,1.0,0.32142857142857145,0.15
356,1.0,1.0,1.0
357,1.0,0.32142857142857145,0.0
358,0.0,1.0,0.05
359,1.0,0.44642857142857145,0.85
360,1.0,0.625,0.85
361,0.0,0.44642857142857145,0.7
362,1.0,0.625,1.0
363,1.0,0.32142857142857145,0.5
364,0.0,0.625,0.05
365,0.0,0.32142857142857145,0.2
366,1.0,0.8928571428571429,0.75
367,1.0,0.8928571428571429,0.6
368,1.0,0.44642857142857145,0.0
369,1.0,0.625,0.05
370,1.0,0.32142857142857145,0.85
371,1.0,0.32142857142857145,0.2
372,0.0,0.32142857142857145,0.2
373,0.0,0.44642857142857145,0.1
374,0.0,0.625,0.7
375,1.0,0.44642857142857145,0.1
376,1.0,0.625,0.05
377,1.0,0.44642857142857145,0.85
378,0.0,0.32142857142857145,0.0
379,0.0,0.625,0.05
380,1.0,0.44642857142857145,0.1
381,1.0,0.625,0.85
382,0.0,0.625,1.0
383,0.0,0.44642857142857145,0.35
384,1.0,0.44642857142857145,0.55
385,1.0,0.44642857142857145,0.3
386,1.0,0.44642857142857145,0.0
387,0.0,0.625,0.35
388,0.0,0.44642857142857145,0.0
389,1.0,0.44642857142857145,0.3
390,1.0,0.44642857142857145,0.2
391,1.0,0.8035714285714286,0.55
392,1.0,0.32142857142857145,0.35
393,1.0,0.625,0.85
394,1.0,0.32142857142857145,0.0
395,1.0,0.32142857142857145,0.25
396,1.0,0.44642857142857145,0.05
397,1.0,0.625,0.85
398,1.0,0.44642857142857145,0.85
399,0.0,0.625,0.3
400,0.0,0.32142857142857145,0.15
401,1.0,0.32142857142857145,0.0
402,1.0,0.44642857142857145,0.55
403,1.0,0.32142857142857145,0.2
404,1.0,0.32142857142857145,0.2
405,1.0,1.0,0.05
406,1.0,0.44642857142857145,1.0
407,1.0,0.32142857142857145,0.85
408,1.0,0.44642857142857145,0.55
409,1.0,0.32142857142857145,0.6
410,0.0,0.44642857142857145,0.05
411,0.0,0.8035714285714286,0.05
412,1.0,0.625,0.75
413,1.0,0.44642857142857145,0.55
414,1.0,0.44642857142857145,0.0
415,0.0,0.625,0.0
416,1.0,0.8035714285714286,0.7
417,0.0,0.44642857142857145,0.0
418,0.0,0.44642857142857145,0.15
419,1.0,0.32142857142857145,0.15
420,1.0,0.625,0.05
421,0.0,0.8035714285714286,0.15
422,1.0,1.0,0.85
423,1.0,0.32142857142857145,0.2
