USER_ID,ITEM_ID,OUTCOME
user_0,email_coupon,0.0
user_0,push_notification,0.0
user_0,control,0.0
user_1,email_coupon,0.0
user_1,push_notification,0.0
user_1,control,0.0
user_2,email_coupon,0.0
user_2,push_notification,0.0
user_2,control,0.0
user_3,email_coupon,0.0
user_3,push_notification,0.0
user_3,control,0.0
user_4,email_coupon,0.0
user_4,push_notification,0.0
user_4,control,0.0
user_5,email_coupon,0.0
user_5,push_notification,0.0
user_5,control,0.0
user_6,email_coupon,1.0
user_6,push_notification,0.0
user_6,control,1.0
user_7,email_coupon,1.0
user_7,push_notification,1.0
user_7,control,0.0
user_8,email_coupon,0.0
user_8,push_notification,0.0
user_8,control,0.0
user_9,email_coupon,0.0
user_9,push_notification,0.0
user_9,control,0.0
user_10,email_coupon,0.0
user_10,push_notification,1.0
user_10,control,0.0
user_11,email_coupon,0.0
user_11,push_notification,1.0
user_11,control,0.0
user_12,email_coupon,1.0
user_12,push_notification,0.0
user_12,control,1.0
user_13,email_coupon,0.0
user_13,push_notification,0.0
user_13,control,0.0
user_14,email_coupon,0.0
user_14,push_notification,0.0
user_14,control,0.0
user_15,email_coupon,1.0
user_15,push_notification,0.0
user_15,control,1.0
user_16,email_coupon,0.0
user_16,push_notification,1.0
user_16,control,0.0
user_17,email_coupon,0.0
user_17,push_notification,0.0
user_17,control,0.0
user_18,email_coupon,0.0
user_18,push_notification,0.0
user_18,control,0.0
user_19,email_coupon,0.0
user_19,push_notification,0.0
user_19,control,0.0
user_20,email_coupon,0.0
user_20,push_notification,0.0
user_20,control,0.0
user_21,email_coupon,0.0
user_21,push_notification,1.0
user_21,control,0.0
user_22,email_coupon,1.0
user_22,push_notification,0.0
user_22,control,0.0
user_23,email_coupon,0.0
user_23,push_notification,0.0
user_23,control,0.0
user_24,email_coupon,0.0
user_24,push_notification,0.0
user_24,control,1.0
user_25,email_coupon,0.0
user_25,push_notification,0.0
user_25,control,0.0
user_26,email_coupon,0.0
user_26,push_notification,1.0
user_26,control,0.0
user_27,email_coupon,0.0
user_27,push_notification,0.0
user_27,control,0.0
user_28,email_coupon,1.0
user_28,push_notification,0.0
user_28,control,1.0
user_29,email_coupon,0.0
user_29,push_notification,1.0
user_29,control,0.0
user_30,email_coupon,0.0
user_30,push_notification,1.0
user_30,control,0.0
user_31,email_coupon,0.0
user_31,push_notification,1.0
user_31,control,0.0
user_32,email_coupon,0.0
user_32,push_notification,0.0
user_32,control,1.0
user_33,email_coupon,1.0
user_33,push_notification,0.0
user_33,control,0.0
user_34,email_coupon,0.0
user_34,push_notification,0.0
user_34,control,1.0
user_35,email_coupon,0.0
user_35,push_notification,0.0
user_35,control,0.0
user_36,email_coupon,0.0
user_36,push_notification,1.0
user_36,control,0.0
user_37,email_coupon,0.0
user_37,push_notification,0.0
user_37,control,1.0
user_38,email_coupon,0.0
user_38,push_notification,1.0
user_38,control,0.0
user_39,email_coupon,0.0
user_39,push_notification,0.0
user_39,control,0.0
user_40,email_coupon,0.0
user_40,push_notification,0.0
user_40,control,0.0
user_41,email_coupon,0.0
user_41,push_notification,0.0
user_41,control,0.0
user_42,email_coupon,0.0
user_42,push_notification,0.0
user_42,control,1.0
user_43,email_coupon,1.0
user_43,push_notification,0.0
user_43,control,0.0
user_44,email_coupon,0.0
user_44,push_notification,0.0
user_44,control,1.0
user_45,email_coupon,0.0
user_45,push_notification,0.0
user_45,control,0.0
user_46,email_coupon,0.0
user_46,push_notification,1.0
user_46,control,0.0
user_47,email_coupon,0.0
user_47,push_notification,0.0
user_47,control,1.0
user_48,email_coupon,0.0
user_48,push_notification,1.0
user_48,control,1.0
user_49,email_coupon,0.0
user_49,push_notification,1.0
user_49,control,0.0
user_50,email_coupon,1.0
user_50,push_notification,0.0
user_50,control,0.0
user_51,email_coupon,0.0
user_51,push_notification,0.0
user_51,control,0.0
user_52,email_coupon,0.0
user_52,push_notification,0.0
user_52,control,0.0
user_53,email_coupon,0.0
user_53,push_notification,1.0
user_53,control,1.0
user_54,email_coupon,0.0
user_54,push_notification,0.0
user_54,control,0.0
user_55,email_coupon,1.0
user_55,push_notification,0.0
user_55,control,1.0
user_56,email_coupon,0.0
user_56,push_notification,0.0
user_56,control,1.0
user_57,email_coupon,0.0
user_57,push_notification,1.0
user_57,control,0.0
user_58,email_coupon,0.0
user_58,push_notification,0.0
user_58,control,0.0
user_59,email_coupon,0.0
user_59,push_notification,0.0
user_59,control,0.0
user_60,email_coupon,1.0
user_60,push_notification,0.0
user_60,control,0.0
user_61,email_coupon,1.0
user_61,push_notification,0.0
user_61,control,1.0
user_62,email_coupon,0.0
user_62,push_notification,0.0
user_62,control,1.0
user_63,email_coupon,0.0
user_63,push_notification,1.0
user_63,control,0.0
user_64,email_coupon,0.0
user_64,push_notification,0.0
user_64,control,1.0
user_65,email_coupon,1.0
user_65,push_notification,0.0
user_65,control,0.0
user_66,email_coupon,1.0
user_66,push_notification,0.0
user_66,control,0.0
user_67,email_coupon,0.0
user_67,push_notification,0.0
user_67,control,0.0
user_68,email_coupon,0.0
user_68,push_notification,0.0
user_68,control,0.0
user_69,email_coupon,1.0
user_69,push_notification,0.0
user_69,control,0.0
user_70,email_coupon,0.0
user_70,push_notification,0.0
user_70,control,1.0
user_71,email_coupon,1.0
user_71,push_notification,0.0
user_71,control,0.0
user_72,email_coupon,0.0
user_72,push_notification,0.0
user_72,control,0.0
user_73,email_coupon,0.0
user_73,push_notification,0.0
user_73,control,0.0
user_74,email_coupon,0.0
user_74,push_notification,0.0
user_74,control,0.0
user_75,email_coupon,0.0
user_75,push_notification,0.0
user_75,control,0.0
user_76,email_coupon,0.0
user_76,push_notification,0.0
user_76,control,1.0
user_77,email_coupon,1.0
user_77,push_notification,0.0
user_77,control,0.0
user_78,email_coupon,1.0
user_78,push_notification,0.0
user_78,control,0.0
user_79,email_coupon,0.0
user_79,push_notification,0.0
user_79,control,0.0
user_80,email_coupon,0.0
user_80,push_notification,0.0
user_80,control,0.0
user_81,email_coupon,0.0
user_81,push_notification,0.0
user_81,control,0.0
user_82,email_coupon,0.0
user_82,push_notification,0.0
user_82,control,0.0
user_83,email_coupon,1.0
user_83,push_notification,0.0
user_83,control,0.0
user_84,email_coupon,1.0
user_84,push_notification,1.0
user_84,control,1.0
user_85,email_coupon,1.0
user_85,push_notification,0.0
user_85,control,0.0
user_86,email_coupon,0.0
user_86,push_notification,0.0
user_86,control,0.0
user_87,email_coupon,0.0
user_87,push_notification,0.0
user_87,control,1.0
user_88,email_coupon,0.0
user_88,push_notification,0.0
user_88,control,0.0
user_89,email_coupon,1.0
user_89,push_notification,1.0
user_89,control,0.0
user_90,email_coupon,1.0
user_90,push_notification,1.0
user_90,control,1.0
user_91,email_coupon,1.0
user_91,push_notification,0.0
user_91,control,1.0
user_92,email_coupon,0.0
user_92,push_notification,1.0
user_92,control,0.0
user_93,email_coupon,1.0
user_93,push_notification,1.0
user_93,control,0.0
user_94,email_coupon,1.0
user_94,push_notification,0.0
user_94,control,0.0
user_95,email_coupon,0.0
user_95,push_notification,0.0
user_95,control,0.0
user_96,email_coupon,0.0
user_96,push_notification,0.0
user_96,control,0.0
user_97,email_coupon,0.0
user_97,push_notification,1.0
user_97,control,0.0
user_98,email_coupon,1.0
user_98,push_notification,0.0
user_98,control,1.0
user_99,email_coupon,0.0
user_99,push_notification,0.0
user_99,control,0.0
user_100,email_coupon,0.0
user_100,push_notification,0.0
user_100,control,0.0
user_101,email_coupon,0.0
user_101,push_notification,0.0
user_101,control,0.0
user_102,email_coupon,1.0
user_102,push_notification,0.0
user_102,control,0.0
user_103,email_coupon,0.0
user_103,push_notification,0.0
user_103,control,0.0
user_104,email_coupon,0.0
user_104,push_notification,0.0
user_104,control,0.0
user_105,email_coupon,0.0
user_105,push_notification,0.0
user_105,control,1.0
user_106,email_coupon,0.0
user_106,push_notification,0.0
user_106,control,0.0
user_107,email_coupon,0.0
user_107,push_notification,1.0
user_107,control,0.0
user_108,email_coupon,0.0
user_108,push_notification,0.0
user_108,control,0.0
user_109,email_coupon,1.0
user_109,push_notification,0.0
user_109,control,0.0
user_110,email_coupon,0.0
user_110,push_notification,0.0
user_110,control,0.0
user_111,email_coupon,0.0
user_111,push_notification,0.0
user_111,control,0.0
user_112,email_coupon,1.0
user_112,push_notification,1.0
user_112,control,1.0
user_113,email_coupon,0.0
user_113,push_notification,0.0
user_113,control,0.0
user_114,email_coupon,1.0
user_114,push_notification,0.0
user_114,control,0.0
user_115,email_coupon,0.0
user_115,push_notification,0.0
user_115,control,0.0
user_116,email_coupon,0.0
user_116,push_notification,0.0
user_116,control,1.0
user_117,email_coupon,1.0
user_117,push_notification,1.0
user_117,control,0.0
user_118,email_coupon,1.0
user_118,push_notification,1.0
user_118,control,0.0
user_119,email_coupon,0.0
user_119,push_notification,0.0
user_119,control,1.0
user_120,email_coupon,0.0
user_120,push_notification,0.0
user_120,control,0.0
user_121,email_coupon,1.0
user_121,push_notification,1.0
user_121,control,1.0
user_122,email_coupon,0.0
user_122,push_notification,1.0
user_122,control,1.0
user_123,email_coupon,0.0
user_123,push_notification,0.0
user_123,control,1.0
user_124,email_coupon,0.0
user_124,push_notification,0.0
user_124,control,0.0
user_125,email_coupon,0.0
user_125,push_notification,0.0
user_125,control,0.0
user_126,email_coupon,0.0
user_126,push_notification,1.0
user_126,control,0.0
user_127,email_coupon,1.0
user_127,push_notification,1.0
user_127,control,0.0
user_128,email_coupon,0.0
user_128,push_notification,1.0
user_128,control,0.0
user_129,email_coupon,1.0
user_129,push_notification,0.0
user_129,control,1.0
user_130,email_coupon,1.0
user_130,push_notification,0.0
user_130,control,1.0
user_131,email_coupon,0.0
user_131,push_notification,0.0
user_131,control,0.0
user_132,email_coupon,0.0
user_132,push_notification,0.0
user_132,control,0.0
user_133,email_coupon,0.0
user_133,push_notification,0.0
user_133,control,0.0
user_134,email_coupon,1.0
user_134,push_notification,0.0
user_134,control,0.0
user_135,email_coupon,1.0
user_135,push_notification,0.0
user_135,control,0.0
user_136,email_coupon,0.0
user_136,push_notification,1.0
user_136,control,0.0
user_137,email_coupon,1.0
user_137,push_notification,0.0
user_137,control,0.0
user_138,email_coupon,0.0
user_138,push_notification,0.0
user_138,control,0.0
user_139,email_coupon,1.0
user_139,push_notification,0.0
user_139,control,0.0
user_140,email_coupon,0.0
user_140,push_notification,0.0
user_140,control,0.0
user_141,email_coupon,0.0
user_141,push_notification,1.0
user_141,control,0.0
user_142,email_coupon,1.0
user_142,push_notification,1.0
user_142,control,1.0
user_143,email_coupon,0.0
user_143,push_notification,0.0
user_143,control,0.0
user_144,email_coupon,0.0
user_144,push_notification,0.0
user_144,control,0.0
user_145,email_coupon,0.0
user_145,push_notification,1.0
user_145,control,0.0
user_146,email_coupon,1.0
user_146,push_notification,0.0
user_146,control,0.0
user_147,email_coupon,1.0
user_147,push_notification,1.0
user_147,control,1.0
user_148,email_coupon,1.0
user_148,push_notification,0.0
user_148,control,1.0
user_149,email_coupon,0.0
user_149,push_notification,0.0
user_149,control,0.0
user_150,email_coupon,0.0
user_150,push_notification,0.0
user_150,control,0.0
user_151,email_coupon,0.0
user_151,push_notification,1.0
user_151,control,0.0
user_152,email_coupon,0.0
user_152,push_notification,0.0
user_152,control,0.0
user_153,email_coupon,0.0
user_153,push_notification,0.0
user_153,control,0.0
