USER_ID,age,income,engagement_score
user_0,22.0,26206.310654015524,0.8292211412031192
user_1,54.0,65826.2041536514,0.5940959869511878
user_2,48.0,32903.00571820418,0.24485474719371592
user_3,38.0,35232.67101575757,0.7456750006602998
user_4,38.0,83228.28130302101,0.08448089567707195
user_5,58.0,59292.73915702332,0.7744178344487831
user_6,22.0,112185.2450154995,0.5899852222430135
user_7,50.0,51915.649460807006,0.11075031839640159
user_8,27.0,92618.01283839012,0.07950556309237022
user_9,22.0,66109.94301549076,0.7508363334364625
user_10,42.0,85995.13011292789,0.29293590650383716
user_11,63.0,79969.53567159903,0.8893018507672135
user_12,52.0,67278.39727589983,0.762073021030176
user_13,53.0,115006.10946244371,0.6981902447177161
user_14,51.0,54271.36427549559,0.27860605263345095
user_15,54.0,37723.55012492726,0.7089445190216179
user_16,42.0,87809.40608798283,0.948147684514834
user_17,24.0,104600.75613079088,0.09155983437056892
user_18,57.0,24025.373993992376,0.32616264200356604
user_19,39.0,64963.26884226806,0.23467226546159414
user_20,41.0,109248.76896873263,0.3932501344006667
user_21,35.0,94961.86189228675,0.7423326548539464
user_22,26.0,119180.77164976283,0.47424258142538656
user_23,61.0,73141.38115972438,0.5707306061202463
user_24,54.0,85999.57188011512,0.31415488807834235
user_25,48.0,50248.02811379281,0.14128926708710055
user_26,36.0,114753.55996659923,0.26693364893772853
user_27,56.0,56633.54885565363,0.859680301241987
user_28,43.0,93851.07126866285,0.6024169621534105
user_29,38.0,60314.02041190819,0.3779886731972337
user_30,39.0,76181.89300629994,0.7899059817355876
user_31,28.0,91978.25350215462,0.06445743245490876
user_32,22.0,70893.41517513542,0.2538910879223857
user_33,44.0,110708.63269095085,0.23010315405733928
user_34,59.0,61930.09879278102,0.9853645621682221
user_35,20.0,84707.17981433251,0.7060985823927602
user_36,58.0,54236.24333000541,0.6177859363885542
user_37,56.0,60815.6668231013,0.004984965294472898
user_38,31.0,64005.01082335524,0.18431000208985737
user_39,47.0,32580.701831228525,0.6355412929730783
user_40,25.0,29172.367905900668,0.37971932648166573
user_41,53.0,86748.9923146758,0.9242803836790608
user_42,50.0,85551.77383430523,0.7647242191417579
user_43,34.0,86290.97142100953,0.44738407280411996
user_44,21.0,21976.644534269166,0.7495149775382705
user_45,63.0,52654.68426717799,0.9754043238262216
user_46,38.0,39780.9847259197,0.4609808247014706
user_47,59.0,97815.14225440123,0.6425258878885334
user_48,49.0,106063.04013961302,0.9186646150612952
user_49,54.0,44668.03772261473,0.24867466203617328
user_50,53.0,86784.91588479864,0.8865579136662783
user_51,27.0,32936.28034582744,0.09754470677298266
user_52,35.0,47515.25256017133,0.6484481705876465
user_53,39.0,33865.44962334195,0.7828381550557844
user_54,41.0,48352.076659922925,0.6146062192524261
user_55,20.0,87473.6547349278,0.49553480415254303
user_56,43.0,111032.69101852525,0.617347099925686
user_57,25.0,40252.2407924186,0.15166370877944457
user_58,52.0,74207.90349507192,0.21557071033021835
user_59,50.0,90139.11012434323,0.26989934395634196
user_60,61.0,115292.24684855658,0.5977793406300381
user_61,53.0,81006.04828871739,0.4419010737450705
user_62,35.0,45510.69310273807,0.24447584248583953
user_63,63.0,82547.81569139363,0.8828093321445801
user_64,37.0,52049.11616780162,0.3739218402932234
user_65,33.0,117612.83906917078,0.44603171922989115
user_66,60.0,59967.613516363686,0.40970107654899457
user_67,35.0,88542.77207610142,0.18194295527675264
user_68,21.0,22322.75823467585,0.7316270154302333
user_69,40.0,60006.14461347554,0.448458262268858
user_70,55.0,107510.76133225116,0.016257109892718447
user_71,26.0,81022.74444332458,0.964013702359797
user_72,39.0,64394.28863959763,0.8157636115954137
user_73,24.0,113593.74994357259,0.7235593540918033
user_74,50.0,105398.4376147229,0.869091870518529
user_75,40.0,52221.567382293826,0.9068072536055503
user_76,33.0,74454.84020413396,0.33748970638443865
user_77,28.0,68982.42560924627,0.6109586784166986
user_78,44.0,83220.25001148623,0.6088078092055942
user_79,49.0,53411.12669587556,0.26729966881059697
user_80,62.0,44420.500076588825,0.2219522514470672
user_81,38.0,111267.18352555361,0.11390725481902209
user_82,25.0,112387.44994985063,0.6593141959164528
user_83,57.0,104332.2885761979,0.7809189910307799
user_84,47.0,117820.44307645613,0.7609529795170038
user_85,50.0,94499.15257796885,0.31627537718497434
user_86,22.0,96466.72285619997,0.20525985046520223
user_87,32.0,96259.00919626407,0.45361417845462193
user_88,54.0,68060.76309423064,0.5468134602405106
user_89,57.0,65645.21945142717,0.9190871279685557
user_90,38.0,44022.62761490032,0.8748231542740541
user_91,55.0,84481.91943592904,0.9160583313018277
user_92,57.0,48932.01361023345,0.8502623851359796
user_93,36.0,45780.84097023544,0.9645812044363112
user_94,60.0,78596.13740960548,0.46549999716905743
user_95,31.0,60998.23882250432,0.04747349743309437
user_96,29.0,41885.66087946322,0.08356203214847824
user_97,50.0,101605.6016752831,0.39027614177234315
user_98,47.0,106056.9919294376,0.25768709127299727
user_99,24.0,36769.95196777809,0.16994059136106732
user_100,57.0,20750.703279999987,0.9532037745086486
user_101,27.0,53612.99685293737,0.19541958841062246
user_102,55.0,99751.08356807525,0.959379272315231
user_103,18.0,103917.38662343244,0.7608388403212071
user_104,55.0,33832.907011604926,0.6409456721252235
user_105,54.0,97433.59011830512,0.6760189600893783
user_106,54.0,31570.416730942947,0.331474323659124
user_107,49.0,59006.25901565292,0.6464270380582822
user_108,40.0,119860.95150119158,0.1866921182812653
user_109,51.0,39259.08232309098,0.9377054325359795
user_110,31.0,35396.358257762644,0.30179333996059354
user_111,54.0,62280.03325467935,0.25518651229354217
user_112,44.0,81966.85259698614,0.7111627981941575
user_113,39.0,113290.07824132532,0.6564487180661819
user_114,41.0,118082.11455330343,0.45129891834330527
user_115,44.0,26964.063659139465,0.6324462346907863
user_116,19.0,33799.75173479053,0.15949307176085614
user_117,24.0,99073.7973895994,0.673328307401955
user_118,29.0,47063.215227086046,0.2706106951951939
user_119,23.0,108484.90595063606,0.2728359766764573
user_120,38.0,86345.32572290867,0.16217993494378458
user_121,49.0,31184.480238067717,0.3323771350361646
user_122,48.0,103252.92849240071,0.3312510603113281
user_123,40.0,37635.63800080759,0.45417901170226926
user_124,58.0,62349.539467965384,0.1904195046663495
user_125,44.0,75218.492855933,0.1930075361587663
user_126,21.0,70076.61490802783,0.5417385716632284
user_127,53.0,88616.29156151504,0.12887740467047515
user_128,45.0,85268.67348692552,0.6888970079888351
user_129,47.0,119204.20055280549,0.9439471258625965
user_130,44.0,119942.19092241878,0.42679562166437823
user_131,44.0,71645.94026356409,0.9011053131506768
user_132,22.0,29519.9086960864,0.09831659112586444
user_133,44.0,92784.32989687183,0.04295762737564457
user_134,55.0,117666.40782165891,0.7213688775138399
user_135,32.0,51832.63876290203,0.7610215729814965
user_136,46.0,66120.88858375739,0.8430582409657513
user_137,19.0,62477.69248154559,0.05681767839998142
user_138,34.0,25141.915455692935,0.7769070549568304
user_139,38.0,87226.44312234448,0.3765387327965818
user_140,64.0,55333.76950684678,0.3033376326821986
user_141,28.0,98746.38746315023,0.17302392134329692
user_142,30.0,103212.0075281986,0.996015755102527
user_143,37.0,102123.07865978454,0.06366358931886362
user_144,64.0,61666.599803988014,0.8270080146079994
user_145,58.0,52154.56822408995,0.6394944354905275
user_146,19.0,94882.07796670549,0.7350804442618671
user_147,28.0,100138.9433842723,0.7117171199217964
user_148,56.0,69125.74463913662,0.8584344850731825
user_149,20.0,109303.1019536303,0.1837920698561083
user_150,58.0,34390.86960785583,0.0008246168346853766
user_151,31.0,107906.87796589601,0.5985284890432662
user_152,61.0,29609.523297188127,0.35385863932333395
user_153,31.0,35352.55220546139,0.12378733111713769
user_154,38.0,73384.00132739604,0.18613875410423886
user_155,49.0,26751.8480187415,0.3317493124592229
user_156,23.0,25280.710140011037,0.07023337088670323
user_157,44.0,20051.87441657055,0.05691320212845086
user_158,41.0,63631.665969426314,0.9160262548324442
user_159,54.0,97462.38812922298,0.3121027493536962
user_160,64.0,23483.835027991565,0.9822306974735849
user_161,49.0,85225.76064658555,0.9643670083303999
user_162,37.0,102312.73174161866,0.1425712823271138
user_163,37.0,36800.08485778711,0.7149243028961909
user_164,37.0,34686.37348214042,0.6008048891270692
user_165,56.0,106080.09736205361,0.6906470731051536
user_166,33.0,102312.46099500947,0.09619100001447478
user_167,25.0,73894.17662641869,0.18856007863455804
user_168,33.0,101919.98792939803,0.0766386614508815
user_169,19.0,29275.607742449476,0.6041342052170712
user_170,22.0,59448.15179387544,0.9865910758490911
user_171,22.0,93779.7556106373,0.6719845376579414
user_172,54.0,45745.19593239634,0.7107615350219296
user_173,51.0,95232.89144335527,0.9845850415432811
user_174,50.0,70417.86043908139,0.6780115541717961
user_175,39.0,95026.59879482331,0.04018157262847033
user_176,51.0,66467.96378573295,0.8670056008565976
user_177,25.0,56790.43402218176,0.3646782903787963
user_178,60.0,41918.92164786323,0.004363621514715366
user_179,41.0,40837.9341435015,0.5072341775608206
user_180,62.0,95149.0810571396,0.9370150008762637
user_181,25.0,31891.03480339605,0.2573306871949832
user_182,41.0,28598.23501109451,0.4915131730528399
user_183,50.0,37629.13650221302,0.17377688778239075
user_184,41.0,37534.651145392185,0.0576926716664401
user_185,38.0,102310.76228068997,0.08054494671311319
user_186,25.0,59850.66234742124,0.7270109059613554
user_187,35.0,119038.84573604824,0.864074470742149
user_188,29.0,33721.125779061236,0.1432988392524911
user_189,32.0,85353.98256936434,0.2883185678104687
user_190,50.0,64872.95072012506,0.19502946764482731
user_191,47.0,59291.817669707394,0.026855776926427932
user_192,46.0,107508.41990540823,0.5534313698869836
user_193,35.0,117559.56458283996,0.6999221701376476
user_194,63.0,107285.89587741788,0.6478774808850705
user_195,22.0,39230.06790351331,0.3880535473022476
user_196,34.0,42079.792120893406,0.5550102459399053
user_197,23.0,85607.38790950633,0.09409930663622468
user_198,33.0,48908.35816381917,0.15430371872268445
user_199,63.0,93472.513078058,0.9317946195529834
user_200,35.0,76642.06508096447,0.7615077478198968
user_201,60.0,75090.8768490403,0.9227390958251673
user_202,41.0,102854.69248387858,0.9166802844993672
user_203,50.0,91053.27717426779,0.6493926171077407
user_204,39.0,22657.77649972917,0.9282386481121652
user_205,30.0,24945.913714601567,0.4167041030824632
user_206,53.0,80155.84524560157,0.0036162447849409363
user_207,63.0,68619.20756222756,0.06257111584615938
user_208,30.0,46018.46553429914,0.10948732570081521
user_209,54.0,61865.60873148016,0.09535345318286026
user_210,30.0,95791.03187328605,0.35170239085026345
user_211,51.0,102661.148465793,0.7012708071093576
user_212,55.0,76122.30678900442,0.790648806600495
user_213,39.0,58536.9480857103,0.5902132743446247
user_214,52.0,47069.676149510706,0.14643617455697955
user_215,30.0,72191.84707692535,0.7479016021481752
user_216,21.0,51474.961856438094,0.35480191913759895
user_217,22.0,76409.51370472228,0.012993348671796245
user_218,39.0,87665.23825096377,0.28058862053274936
user_219,60.0,26607.921091939483,0.3306005541409779
user_220,23.0,20106.746502274724,0.2742455352181029
user_221,39.0,41227.7138840743,0.8118701531875856
user_222,51.0,109451.1497718781,0.7599263975940903
user_223,27.0,84629.07632285592,0.6955520304126415
user_224,51.0,37196.035193702286,0.1390050785122653
user_225,32.0,109026.39618236187,0.807833909706282
user_226,56.0,66995.59402873399,0.6771759616633237
user_227,45.0,67609.17566786607,0.19483768648139188
user_228,43.0,113554.19438426552,0.6480939302815164
user_229,26.0,25948.669218334002,0.48351164100368105
