USER_ID,ITEM_ID,OUTCOME
user_0,ITEM_2,1.0
user_1,ITEM_3,1.0
user_2,ITEM_2,1.0
user_3,ITEM_1,1.0
user_4,ITEM_1,1.0
user_5,ITEM_2,1.0
user_6,ITEM_2,0.0
user_7,ITEM_1,0.0
user_8,ITEM_2,0.0
user_9,ITEM_3,1.0
user_10,ITEM_2,1.0
user_11,ITEM_1,1.0
user_12,ITEM_1,1.0
user_13,ITEM_1,1.0
user_14,ITEM_3,1.0
user_15,ITEM_3,1.0
user_16,ITEM_1,1.0
user_17,ITEM_3,1.0
user_18,ITEM_3,1.0
user_19,ITEM_2,1.0
user_20,ITEM_1,1.0
user_21,ITEM_3,1.0
user_22,ITEM_3,1.0
user_23,ITEM_3,1.0
user_24,ITEM_1,1.0
user_25,ITEM_1,1.0
user_26,ITEM_1,0.0
user_27,ITEM_2,0.0
user_28,ITEM_2,1.0
user_29,ITEM_2,1.0
user_30,ITEM_2,1.0
user_31,ITEM_2,1.0
user_32,ITEM_2,1.0
user_33,ITEM_3,1.0
user_34,ITEM_2,1.0
user_35,ITEM_2,1.0
user_36,ITEM_3,1.0
user_37,ITEM_2,1.0
user_38,ITEM_3,1.0
user_39,ITEM_2,1.0
user_40,ITEM_1,0.0
user_41,ITEM_2,0.0
user_42,ITEM_1,1.0
user_43,ITEM_2,1.0
user_44,ITEM_2,1.0
user_45,ITEM_1,1.0
user_46,ITEM_2,1.0
user_47,ITEM_3,1.0
user_48,ITEM_2,0.0
user_49,ITEM_3,1.0
user_50,ITEM_1,1.0
user_51,ITEM_3,0.0
user_52,ITEM_2,1.0
user_53,ITEM_3,1.0
user_54,ITEM_2,1.0
user_55,ITEM_1,1.0
user_56,ITEM_3,1.0
user_57,ITEM_2,1.0
user_58,ITEM_1,1.0
user_59,ITEM_2,1.0
user_60,ITEM_1,1.0
user_61,ITEM_1,1.0
user_62,ITEM_2,1.0
user_63,ITEM_3,0.0
user_64,ITEM_3,1.0
user_65,ITEM_1,0.0
user_66,ITEM_2,1.0
user_67,ITEM_3,1.0
user_68,ITEM_1,1.0
user_69,ITEM_3,1.0
user_70,ITEM_2,1.0
user_71,ITEM_1,1.0
user_72,ITEM_3,0.0
user_73,ITEM_3,1.0
user_74,ITEM_1,1.0
user_75,ITEM_1,1.0
user_76,ITEM_3,1.0
user_77,ITEM_3,0.0
user_78,ITEM_3,1.0
user_79,ITEM_3,1.0
user_80,ITEM_1,0.0
user_81,ITEM_2,1.0
user_82,ITEM_3,1.0
user_83,ITEM_2,1.0
user_84,ITEM_3,1.0
user_85,ITEM_1,0.0
user_86,ITEM_1,0.0
user_87,ITEM_3,1.0
user_88,ITEM_1,0.0
user_89,ITEM_2,1.0
user_90,ITEM_1,0.0
user_91,ITEM_3,1.0
user_92,ITEM_2,0.0
user_93,ITEM_3,1.0
user_94,ITEM_1,1.0
user_95,ITEM_1,1.0
user_96,ITEM_1,1.0
user_97,ITEM_1,1.0
user_98,ITEM_1,0.0
user_99,ITEM_1,1.0
user_100,ITEM_3,1.0
user_101,ITEM_3,1.0
user_102,ITEM_3,1.0
user_103,ITEM_2,1.0
user_104,ITEM_2,1.0
user_105,ITEM_1,0.0
user_106,ITEM_2,1.0
user_107,ITEM_3,1.0
user_108,ITEM_1,1.0
user_109,ITEM_3,0.0
user_110,ITEM_3,1.0
user_111,ITEM_2,1.0
user_112,ITEM_1,1.0
user_113,ITEM_1,1.0
user_114,ITEM_2,1.0
user_115,ITEM_1,1.0
user_116,ITEM_2,1.0
user_117,ITEM_3,1.0
user_118,ITEM_3,0.0
user_119,ITEM_3,1.0
user_120,ITEM_2,1.0
user_121,ITEM_3,1.0
user_122,ITEM_3,1.0
user_123,ITEM_3,1.0
user_124,ITEM_1,0.0
user_125,ITEM_3,1.0
user_126,ITEM_1,1.0
user_127,ITEM_3,0.0
user_128,ITEM_1,1.0
user_129,ITEM_2,1.0
user_130,ITEM_3,0.0
user_131,ITEM_2,0.0
user_132,ITEM_3,1.0
user_133,ITEM_1,1.0
user_134,ITEM_2,1.0
user_135,ITEM_1,1.0
user_136,ITEM_2,1.0
user_137,ITEM_1,0.0
user_138,ITEM_1,0.0
user_139,ITEM_3,1.0
user_140,ITEM_1,0.0
user_141,ITEM_2,1.0
user_142,ITEM_1,1.0
user_143,ITEM_3,1.0
user_144,ITEM_1,1.0
user_145,ITEM_3,1.0
user_146,ITEM_1,1.0
user_147,ITEM_2,1.0
user_148,ITEM_2,1.0
user_149,ITEM_2,1.0
user_150,ITEM_1,1.0
user_151,ITEM_3,0.0
user_152,ITEM_3,1.0
user_153,ITEM_3,1.0
user_154,ITEM_2,1.0
user_155,ITEM_2,1.0
user_156,ITEM_3,0.0
user_157,ITEM_2,1.0
user_158,ITEM_3,0.0
user_159,ITEM_1,1.0
user_160,ITEM_2,1.0
user_161,ITEM_1,1.0
user_162,ITEM_2,1.0
user_163,ITEM_1,0.0
user_164,ITEM_2,1.0
user_165,ITEM_2,1.0
user_166,ITEM_1,0.0
user_167,ITEM_2,1.0
user_168,ITEM_1,0.0
user_169,ITEM_1,1.0
user_170,ITEM_3,1.0
user_171,ITEM_2,1.0
user_172,ITEM_1,1.0
user_173,ITEM_1,1.0
user_174,ITEM_2,1.0
user_175,ITEM_1,1.0
user_176,ITEM_3,0.0
user_177,ITEM_3,1.0
user_178,ITEM_1,0.0
user_179,ITEM_3,0.0
user_180,ITEM_2,1.0
user_181,ITEM_1,1.0
user_182,ITEM_1,0.0
user_183,ITEM_1,1.0
user_184,ITEM_1,1.0
user_185,ITEM_3,0.0
user_186,ITEM_3,1.0
user_187,ITEM_2,0.0
user_188,ITEM_3,1.0
user_189,ITEM_1,0.0
user_190,ITEM_3,1.0
user_191,ITEM_1,1.0
user_192,ITEM_3,1.0
user_193,ITEM_3,0.0
user_194,ITEM_3,1.0
user_195,ITEM_3,1.0
user_196,ITEM_2,0.0
user_197,ITEM_3,1.0
user_198,ITEM_1,0.0
user_199,ITEM_3,1.0
user_200,ITEM_2,1.0
user_201,ITEM_1,1.0
user_202,ITEM_2,1.0
user_203,ITEM_2,0.0
user_204,ITEM_3,0.0
user_205,ITEM_2,0.0
user_206,ITEM_1,1.0
user_207,ITEM_2,0.0
user_208,ITEM_2,1.0
user_209,ITEM_1,1.0
